age,sex,marital,income,degree,happy,health
72.0,female,divorced,12600,high school,pretty happy,fair
50.0,female,never married,25200,bachelor's,pretty happy,good
35.0,male,never married,14280,high school,not too happy,poor
63.0,male,married,168736,bachelor's,very happy,good
61.0,male,divorced,18480,high school,not too happy,fair
69.0,female,divorced,10920,associate/junior college,not too happy,poor
47.0,female,married,55440,bachelor's,very happy,excellent
46.0,female,married,36960,high school,pretty happy,good
74.0,male,widowed,80640,graduate,pretty happy,fair
63.0,male,married,3696,bachelor's,pretty happy,good
34.0,female,married,45360,associate/junior college,not too happy,good
77.0,male,widowed,,less than high school,not too happy,poor
30.0,male,never married,55440,high school,pretty happy,good
58.0,female,divorced,6048,less than high school,pretty happy,fair
52.0,male,married,107520,graduate,very happy,good
27.0,female,never married,,graduate,pretty happy,good
52.0,male,married,168736,graduate,pretty happy,good
77.0,male,never married,,graduate,not too happy,good
51.0,female,married,107520,graduate,pretty happy,good
23.0,female,never married,,high school,pretty happy,excellent
29.0,female,married,,bachelor's,very happy,good
64.0,female,widowed,36960,high school,pretty happy,good
47.0,female,married,67200,high school,pretty happy,good
43.0,male,married,107520,bachelor's,pretty happy,good
44.0,female,married,80640,graduate,pretty happy,excellent
72.0,male,divorced,25200,bachelor's,pretty happy,good
56.0,male,married,94080,graduate,pretty happy,excellent
61.0,male,married,168736,graduate,pretty happy,good
67.0,male,never married,36960,bachelor's,pretty happy,good
39.0,female,married,67200,bachelor's,pretty happy,good
70.0,male,married,30240,graduate,pretty happy,excellent
39.0,male,divorced,25200,bachelor's,very happy,excellent
43.0,female,never married,9240,associate/junior college,pretty happy,good
57.0,female,married,336,high school,very happy,excellent
69.0,female,married,15960,high school,very happy,good
63.0,male,married,55440,associate/junior college,very happy,fair
30.0,male,married,55440,high school,very happy,good
46.0,female,married,94080,high school,very happy,excellent
59.0,female,married,80640,graduate,pretty happy,good
35.0,female,married,336,graduate,pretty happy,good
61.0,female,separated,1344,high school,not too happy,fair
82.0,female,widowed,10920,bachelor's,pretty happy,good
50.0,male,divorced,55440,associate/junior college,pretty happy,good
47.0,female,divorced,45360,graduate,pretty happy,fair
60.0,female,married,67200,high school,not too happy,good
28.0,male,never married,67200,bachelor's,not too happy,excellent
30.0,female,married,45360,graduate,very happy,excellent
33.0,male,married,45360,bachelor's,pretty happy,good
24.0,female,separated,,high school,pretty happy,fair
68.0,male,married,107520,associate/junior college,pretty happy,good
42.0,female,never married,67200,bachelor's,pretty happy,good
63.0,male,divorced,6048,high school,pretty happy,fair
37.0,female,never married,10920,high school,very happy,good
77.0,female,widowed,,high school,pretty happy,good
77.0,female,never married,,less than high school,not too happy,good
61.0,female,married,45360,high school,very happy,excellent
73.0,male,married,168736,bachelor's,very happy,good
33.0,female,never married,,high school,not too happy,fair
30.0,female,never married,7560,associate/junior college,very happy,good
77.0,male,married,67200,high school,not too happy,good
56.0,female,married,,high school,very happy,fair
35.0,female,never married,1344,less than high school,pretty happy,excellent
44.0,female,married,21840,bachelor's,pretty happy,fair
30.0,female,married,45360,bachelor's,not too happy,excellent
70.0,female,divorced,10920,high school,not too happy,good
20.0,male,never married,,less than high school,not too happy,fair
78.0,female,never married,18480,less than high school,pretty happy,fair
29.0,male,married,80640,high school,pretty happy,good
27.0,female,separated,10920,high school,pretty happy,fair
45.0,male,married,67200,bachelor's,pretty happy,excellent
24.0,male,never married,7560,bachelor's,very happy,good
44.0,male,divorced,336,high school,pretty happy,fair
75.0,female,married,30240,associate/junior college,pretty happy,good
59.0,male,married,55440,graduate,pretty happy,good
71.0,female,never married,9240,high school,pretty happy,good
55.0,female,widowed,9240,less than high school,pretty happy,good
29.0,female,married,12600,high school,very happy,good
32.0,male,never married,55440,bachelor's,unanswered,excellent
43.0,male,married,67200,bachelor's,pretty happy,good
42.0,female,married,67200,high school,pretty happy,good
67.0,female,married,55440,high school,pretty happy,fair
54.0,male,married,107520,high school,pretty happy,fair
44.0,female,married,67200,graduate,pretty happy,good
29.0,male,married,67200,bachelor's,very happy,excellent
67.0,female,never married,21840,graduate,pretty happy,good
74.0,female,married,55440,bachelor's,very happy,good
23.0,female,never married,336,less than high school,very happy,good
22.0,male,never married,10920,high school,pretty happy,excellent
38.0,male,married,67200,high school,very happy,good
51.0,male,divorced,168736,bachelor's,pretty happy,good
35.0,female,never married,25200,high school,not too happy,good
40.0,female,divorced,67200,graduate,not too happy,excellent
79.0,female,never married,80640,graduate,pretty happy,good
41.0,female,married,,bachelor's,pretty happy,good
43.0,female,married,67200,bachelor's,very happy,excellent
84.0,male,married,80640,high school,very happy,excellent
41.0,female,married,80640,bachelor's,very happy,excellent
42.0,female,never married,25200,high school,pretty happy,good
37.0,male,married,67200,high school,very happy,excellent
85.0,male,married,21840,high school,very happy,good
56.0,female,divorced,55440,high school,very happy,excellent
68.0,female,never married,36960,high school,pretty happy,fair
51.0,female,married,80640,bachelor's,very happy,excellent
47.0,female,married,,associate/junior college,pretty happy,good
71.0,male,married,,high school,not too happy,good
55.0,female,married,80640,graduate,pretty happy,good
41.0,female,divorced,25200,associate/junior college,pretty happy,good
63.0,female,married,80640,high school,not too happy,excellent
41.0,male,married,168736,graduate,pretty happy,excellent
40.0,male,married,80640,bachelor's,pretty happy,excellent
24.0,male,never married,10920,bachelor's,pretty happy,excellent
57.0,male,married,55440,bachelor's,pretty happy,good
44.0,male,never married,67200,bachelor's,very happy,good
33.0,female,married,168736,graduate,pretty happy,excellent
45.0,male,separated,18480,high school,not too happy,good
53.0,male,divorced,21840,associate/junior college,not too happy,good
23.0,female,never married,21840,bachelor's,pretty happy,fair
38.0,female,divorced,336,less than high school,pretty happy,good
59.0,female,married,25200,high school,pretty happy,good
52.0,male,married,107520,bachelor's,pretty happy,fair
26.0,female,never married,4368,graduate,pretty happy,excellent
57.0,female,never married,21840,high school,not too happy,poor
74.0,male,divorced,10920,bachelor's,not too happy,fair
50.0,female,married,55440,graduate,pretty happy,good
82.0,female,widowed,7560,high school,pretty happy,good
78.0,male,married,107520,graduate,very happy,excellent
38.0,male,never married,55440,high school,pretty happy,fair
64.0,female,divorced,9240,associate/junior college,very happy,good
49.0,female,married,80640,bachelor's,pretty happy,good
78.0,male,married,21840,high school,pretty happy,good
85.0,female,divorced,18480,bachelor's,pretty happy,excellent
21.0,male,never married,1344,unanswered,not too happy,good
26.0,female,never married,168736,graduate,pretty happy,good
65.0,male,married,36960,high school,pretty happy,good
66.0,female,widowed,30240,high school,pretty happy,excellent
36.0,male,married,36960,high school,pretty happy,fair
28.0,female,never married,,high school,pretty happy,good
53.0,female,divorced,10920,bachelor's,pretty happy,good
44.0,female,never married,15960,bachelor's,pretty happy,good
44.0,female,never married,36960,graduate,pretty happy,excellent
44.0,unanswered,widowed,14280,associate/junior college,pretty happy,good
39.0,male,never married,67200,bachelor's,not too happy,good
55.0,male,divorced,25200,high school,pretty happy,good
64.0,male,never married,9240,high school,not too happy,poor
71.0,female,widowed,21840,associate/junior college,pretty happy,good
68.0,male,married,45360,high school,very happy,excellent
61.0,female,married,168736,bachelor's,very happy,excellent
79.0,female,widowed,15960,high school,pretty happy,good
56.0,male,married,67200,bachelor's,not too happy,good
25.0,female,never married,30240,bachelor's,pretty happy,good
57.0,male,divorced,80640,high school,pretty happy,good
81.0,female,widowed,,high school,pretty happy,good
50.0,male,never married,21840,high school,pretty happy,fair
67.0,female,married,45360,high school,very happy,good
65.0,female,married,36960,associate/junior college,pretty happy,good
30.0,female,never married,168736,graduate,pretty happy,excellent
69.0,female,married,18480,high school,pretty happy,good
46.0,female,never married,14280,bachelor's,pretty happy,excellent
42.0,male,married,5040,high school,very happy,poor
83.0,female,widowed,25200,high school,pretty happy,good
75.0,male,married,30240,associate/junior college,very happy,fair
51.0,male,married,168736,bachelor's,very happy,excellent
58.0,female,married,10920,high school,pretty happy,good
59.0,male,never married,21840,high school,not too happy,good
69.0,male,married,30240,bachelor's,pretty happy,excellent
31.0,male,married,36960,bachelor's,very happy,excellent
56.0,female,never married,36960,high school,not too happy,good
85.0,male,widowed,18480,associate/junior college,pretty happy,good
60.0,male,married,55440,associate/junior college,pretty happy,good
33.0,female,married,,high school,pretty happy,good
62.0,male,married,67200,high school,pretty happy,good
26.0,female,never married,25200,bachelor's,pretty happy,fair
47.0,female,married,55440,bachelor's,pretty happy,fair
69.0,female,divorced,18480,bachelor's,not too happy,fair
41.0,female,married,30240,associate/junior college,not too happy,good
41.0,female,never married,,high school,pretty happy,fair
50.0,female,married,168736,bachelor's,very happy,excellent
32.0,female,never married,25200,bachelor's,pretty happy,good
27.0,male,separated,25200,high school,not too happy,fair
64.0,male,separated,,high school,very happy,good
78.0,female,divorced,45360,graduate,not too happy,excellent
59.0,male,married,30240,high school,pretty happy,good
58.0,male,never married,36960,high school,pretty happy,good
52.0,female,never married,336,high school,not too happy,good
67.0,female,married,67200,graduate,pretty happy,fair
71.0,female,widowed,,graduate,pretty happy,good
19.0,male,never married,25200,high school,pretty happy,excellent
55.0,male,never married,7560,less than high school,pretty happy,good
30.0,female,never married,21840,bachelor's,not too happy,good
73.0,female,widowed,,high school,not too happy,fair
77.0,female,divorced,55440,graduate,pretty happy,good
65.0,female,married,80640,bachelor's,pretty happy,good
69.0,male,never married,14280,bachelor's,pretty happy,excellent
52.0,male,never married,94080,bachelor's,not too happy,excellent
42.0,male,never married,168736,bachelor's,pretty happy,fair
89.0,female,widowed,18480,graduate,pretty happy,fair
25.0,male,never married,21840,high school,pretty happy,good
64.0,male,divorced,67200,high school,not too happy,good
61.0,male,married,168736,associate/junior college,pretty happy,excellent
65.0,male,widowed,14280,graduate,pretty happy,good
71.0,female,never married,,graduate,not too happy,fair
75.0,male,married,36960,less than high school,not too happy,fair
70.0,male,divorced,21840,high school,pretty happy,excellent
61.0,male,never married,7560,associate/junior college,not too happy,poor
49.0,female,divorced,7560,high school,pretty happy,fair
43.0,female,divorced,6048,high school,very happy,good
39.0,female,never married,55440,high school,pretty happy,excellent
75.0,male,married,,high school,very happy,good
71.0,male,married,67200,high school,pretty happy,good
84.0,female,widowed,80640,bachelor's,pretty happy,good
80.0,female,divorced,25200,less than high school,not too happy,good
62.0,female,never married,45360,high school,not too happy,fair
36.0,female,married,168736,graduate,pretty happy,excellent
61.0,female,divorced,,high school,not too happy,fair
34.0,female,married,168736,bachelor's,not too happy,good
72.0,female,married,55440,bachelor's,pretty happy,good
67.0,female,widowed,45360,bachelor's,pretty happy,fair
64.0,unanswered,never married,,high school,very happy,fair
81.0,male,married,30240,high school,very happy,good
69.0,female,divorced,25200,graduate,pretty happy,good
63.0,female,married,45360,high school,pretty happy,good
62.0,female,divorced,1344,bachelor's,pretty happy,good
37.0,female,married,55440,high school,pretty happy,fair
43.0,female,married,,bachelor's,pretty happy,good
68.0,male,married,67200,graduate,pretty happy,good
72.0,female,widowed,168736,graduate,pretty happy,good
76.0,male,never married,45360,high school,pretty happy,fair
24.0,female,never married,18480,bachelor's,pretty happy,fair
70.0,female,divorced,21840,high school,pretty happy,good
74.0,female,divorced,55440,graduate,pretty happy,good
33.0,male,never married,36960,associate/junior college,pretty happy,good
59.0,female,widowed,36960,graduate,very happy,good
28.0,female,never married,18480,bachelor's,pretty happy,fair
29.0,male,never married,45360,bachelor's,pretty happy,good
61.0,female,never married,7560,bachelor's,not too happy,excellent
31.0,male,never married,67200,graduate,pretty happy,good
28.0,female,divorced,1344,less than high school,not too happy,excellent
67.0,female,married,67200,bachelor's,pretty happy,good
56.0,male,married,67200,graduate,pretty happy,good
74.0,male,widowed,15960,bachelor's,pretty happy,fair
63.0,female,widowed,1344,high school,pretty happy,good
77.0,male,married,80640,graduate,very happy,good
64.0,male,never married,14280,high school,not too happy,fair
69.0,male,married,80640,high school,pretty happy,fair
58.0,female,married,94080,bachelor's,pretty happy,excellent
48.0,male,divorced,,bachelor's,very happy,fair
62.0,male,divorced,12600,high school,pretty happy,fair
37.0,female,divorced,18480,associate/junior college,not too happy,fair
64.0,female,divorced,7560,bachelor's,not too happy,fair
39.0,male,married,67200,bachelor's,very happy,good
70.0,male,married,67200,bachelor's,pretty happy,excellent
52.0,male,married,168736,graduate,very happy,excellent
86.0,female,widowed,6048,high school,not too happy,fair
78.0,female,widowed,9240,high school,pretty happy,fair
48.0,female,divorced,36960,high school,pretty happy,good
72.0,male,widowed,55440,graduate,pretty happy,good
70.0,female,married,45360,high school,pretty happy,excellent
51.0,female,married,67200,bachelor's,not too happy,good
49.0,male,married,94080,high school,pretty happy,good
22.0,female,never married,9240,high school,pretty happy,good
55.0,male,married,168736,high school,pretty happy,excellent
37.0,female,separated,10920,high school,pretty happy,good
66.0,female,divorced,10920,high school,not too happy,good
39.0,female,married,21840,high school,very happy,excellent
69.0,female,widowed,18480,bachelor's,pretty happy,good
55.0,male,married,45360,high school,pretty happy,good
28.0,female,married,36960,bachelor's,pretty happy,good
36.0,male,married,168736,bachelor's,pretty happy,good
74.0,male,married,80640,bachelor's,pretty happy,excellent
63.0,male,married,107520,graduate,very happy,excellent
84.0,female,married,107520,graduate,very happy,good
42.0,male,married,,high school,very happy,fair
52.0,male,married,80640,bachelor's,pretty happy,excellent
31.0,male,never married,15960,high school,not too happy,good
39.0,male,widowed,30240,high school,pretty happy,good
65.0,male,married,55440,bachelor's,very happy,good
22.0,male,married,15960,high school,not too happy,good
52.0,male,married,168736,bachelor's,very happy,good
62.0,female,married,168736,high school,very happy,good
31.0,female,married,36960,graduate,pretty happy,excellent
78.0,male,married,,graduate,pretty happy,good
75.0,female,divorced,1344,less than high school,pretty happy,excellent
55.0,male,divorced,94080,high school,not too happy,good
54.0,female,married,168736,graduate,very happy,excellent
27.0,female,married,55440,graduate,very happy,excellent
29.0,female,married,18480,graduate,not too happy,good
81.0,female,widowed,1344,less than high school,pretty happy,good
70.0,female,widowed,25200,high school,pretty happy,good
44.0,male,married,45360,graduate,pretty happy,excellent
32.0,female,divorced,55440,associate/junior college,pretty happy,good
52.0,male,divorced,336,high school,pretty happy,fair
53.0,male,married,67200,high school,pretty happy,fair
61.0,male,married,168736,graduate,pretty happy,excellent
19.0,male,never married,30240,high school,not too happy,fair
33.0,female,married,67200,bachelor's,pretty happy,excellent
67.0,male,married,168736,bachelor's,very happy,good
55.0,male,married,45360,bachelor's,pretty happy,excellent
43.0,female,never married,336,less than high school,not too happy,fair
69.0,male,married,67200,high school,pretty happy,excellent
24.0,female,married,67200,high school,very happy,good
84.0,male,widowed,25200,high school,not too happy,fair
58.0,male,divorced,67200,bachelor's,pretty happy,good
73.0,male,widowed,336,high school,very happy,good
68.0,female,widowed,30240,associate/junior college,pretty happy,good
63.0,female,married,168736,graduate,pretty happy,excellent
75.0,female,married,25200,high school,very happy,excellent
59.0,male,married,168736,bachelor's,pretty happy,fair
73.0,female,married,21840,high school,not too happy,good
68.0,female,married,107520,high school,pretty happy,good
51.0,female,married,168736,graduate,pretty happy,good
31.0,female,never married,,less than high school,pretty happy,good
62.0,female,married,21840,high school,pretty happy,fair
37.0,male,married,30240,associate/junior college,pretty happy,good
62.0,female,married,,high school,pretty happy,fair
62.0,male,married,14280,high school,pretty happy,excellent
55.0,female,divorced,36960,high school,very happy,poor
52.0,male,divorced,55440,associate/junior college,not too happy,good
27.0,male,never married,12600,high school,pretty happy,good
57.0,male,married,80640,bachelor's,pretty happy,good
45.0,male,divorced,55440,bachelor's,very happy,excellent
55.0,female,married,80640,high school,pretty happy,good
21.0,female,never married,,bachelor's,pretty happy,excellent
68.0,male,never married,168736,graduate,pretty happy,fair
71.0,male,married,67200,bachelor's,pretty happy,good
60.0,male,married,168736,graduate,pretty happy,good
45.0,male,married,45360,graduate,pretty happy,good
25.0,female,never married,6048,bachelor's,pretty happy,good
61.0,female,never married,18480,graduate,pretty happy,fair
42.0,female,never married,,graduate,pretty happy,good
48.0,male,married,45360,high school,pretty happy,good
74.0,male,widowed,55440,bachelor's,not too happy,fair
25.0,female,never married,80640,bachelor's,pretty happy,good
53.0,male,married,94080,high school,very happy,excellent
69.0,female,widowed,80640,bachelor's,not too happy,good
78.0,female,married,67200,bachelor's,pretty happy,good
36.0,male,married,36960,less than high school,pretty happy,good
57.0,female,married,,high school,pretty happy,good
37.0,female,never married,2352,less than high school,very happy,fair
45.0,female,married,168736,high school,pretty happy,good
38.0,female,never married,94080,bachelor's,pretty happy,good
49.0,male,married,94080,associate/junior college,pretty happy,excellent
62.0,female,married,67200,bachelor's,pretty happy,good
74.0,male,married,45360,associate/junior college,very happy,good
29.0,female,never married,12600,bachelor's,very happy,excellent
35.0,female,never married,1344,high school,very happy,excellent
29.0,female,married,30240,associate/junior college,pretty happy,good
34.0,female,married,168736,graduate,very happy,excellent
69.0,female,married,18480,bachelor's,not too happy,good
74.0,female,never married,25200,high school,very happy,good
74.0,male,never married,30240,high school,pretty happy,fair
21.0,female,never married,1344,high school,very happy,good
57.0,male,divorced,30240,high school,pretty happy,excellent
33.0,male,never married,30240,high school,not too happy,good
67.0,male,married,45360,less than high school,pretty happy,good
53.0,male,married,45360,bachelor's,not too happy,good
57.0,female,married,107520,graduate,very happy,fair
69.0,female,married,55440,graduate,very happy,excellent
67.0,female,married,80640,high school,very happy,excellent
22.0,male,married,36960,high school,not too happy,good
50.0,female,divorced,45360,high school,pretty happy,excellent
57.0,male,divorced,55440,graduate,not too happy,good
44.0,male,divorced,45360,high school,pretty happy,excellent
44.0,female,divorced,30240,bachelor's,not too happy,fair
37.0,male,married,80640,bachelor's,pretty happy,good
54.0,female,married,80640,high school,not too happy,good
56.0,female,divorced,21840,associate/junior college,very happy,good
34.0,male,never married,12600,high school,pretty happy,fair
49.0,female,divorced,80640,graduate,pretty happy,excellent
53.0,male,married,45360,graduate,pretty happy,fair
47.0,female,divorced,36960,high school,pretty happy,good
65.0,female,separated,36960,high school,pretty happy,good
42.0,male,married,168736,bachelor's,pretty happy,good
31.0,female,married,67200,graduate,pretty happy,good
46.0,female,never married,5040,unanswered,not too happy,excellent
36.0,female,married,45360,unanswered,very happy,good
53.0,female,married,94080,bachelor's,pretty happy,excellent
47.0,female,married,45360,associate/junior college,very happy,excellent
40.0,female,divorced,,high school,pretty happy,fair
28.0,female,never married,10920,bachelor's,not too happy,fair
36.0,male,married,107520,graduate,very happy,good
54.0,female,married,30240,high school,pretty happy,good
61.0,female,never married,336,high school,not too happy,fair
23.0,female,never married,80640,high school,pretty happy,good
32.0,female,divorced,,less than high school,pretty happy,good
34.0,male,never married,45360,bachelor's,not too happy,good
41.0,female,married,55440,graduate,pretty happy,good
45.0,male,never married,107520,bachelor's,pretty happy,good
20.0,female,married,12600,high school,pretty happy,good
61.0,female,divorced,,associate/junior college,pretty happy,fair
43.0,female,married,67200,bachelor's,pretty happy,good
62.0,male,separated,36960,graduate,pretty happy,good
45.0,male,married,,high school,pretty happy,fair
43.0,female,married,14280,high school,not too happy,good
71.0,female,married,25200,high school,pretty happy,good
37.0,male,married,80640,bachelor's,very happy,excellent
46.0,male,married,80640,bachelor's,pretty happy,fair
34.0,male,divorced,,associate/junior college,pretty happy,fair
66.0,male,married,45360,high school,pretty happy,good
70.0,male,married,67200,graduate,pretty happy,fair
19.0,male,married,,less than high school,pretty happy,good
27.0,male,never married,18480,bachelor's,very happy,excellent
43.0,male,never married,30240,high school,not too happy,fair
30.0,male,married,45360,associate/junior college,pretty happy,good
38.0,female,married,45360,less than high school,pretty happy,good
44.0,female,married,168736,high school,pretty happy,good
38.0,female,never married,,bachelor's,pretty happy,fair
69.0,male,married,55440,associate/junior college,pretty happy,excellent
24.0,female,never married,67200,graduate,pretty happy,excellent
82.0,male,married,55440,graduate,very happy,excellent
51.0,male,married,168736,graduate,very happy,excellent
80.0,male,married,45360,bachelor's,very happy,fair
64.0,female,married,67200,associate/junior college,very happy,excellent
46.0,male,divorced,168736,high school,not too happy,excellent
61.0,male,married,80640,graduate,not too happy,good
57.0,female,married,80640,graduate,pretty happy,good
33.0,female,married,45360,high school,pretty happy,good
34.0,female,never married,30240,bachelor's,pretty happy,good
39.0,male,married,67200,associate/junior college,not too happy,fair
72.0,female,divorced,55440,bachelor's,pretty happy,good
25.0,male,never married,14280,associate/junior college,pretty happy,excellent
68.0,female,divorced,55440,bachelor's,very happy,excellent
45.0,female,married,55440,bachelor's,very happy,excellent
37.0,male,married,45360,bachelor's,pretty happy,good
39.0,female,married,45360,high school,very happy,excellent
50.0,male,never married,45360,high school,pretty happy,good
30.0,female,married,30240,bachelor's,pretty happy,good
71.0,male,married,45360,associate/junior college,not too happy,excellent
66.0,male,married,12600,graduate,pretty happy,fair
81.0,female,married,45360,graduate,pretty happy,good
36.0,male,separated,36960,high school,pretty happy,good
35.0,female,married,67200,bachelor's,very happy,excellent
71.0,female,married,,bachelor's,pretty happy,good
46.0,female,separated,36960,graduate,pretty happy,good
66.0,female,married,,high school,pretty happy,good
67.0,male,divorced,10920,high school,pretty happy,good
75.0,male,divorced,25200,high school,pretty happy,fair
29.0,male,never married,21840,bachelor's,not too happy,poor
50.0,male,married,80640,bachelor's,pretty happy,good
52.0,female,married,67200,bachelor's,very happy,excellent
66.0,male,married,18480,bachelor's,pretty happy,good
30.0,female,never married,30240,graduate,pretty happy,good
71.0,male,married,80640,graduate,very happy,good
80.0,female,widowed,45360,bachelor's,unanswered,excellent
77.0,male,married,107520,graduate,pretty happy,excellent
49.0,female,married,168736,graduate,pretty happy,good
48.0,male,married,21840,less than high school,very happy,fair
74.0,male,married,55440,bachelor's,pretty happy,excellent
35.0,male,married,80640,bachelor's,very happy,good
67.0,male,divorced,336,associate/junior college,not too happy,excellent
63.0,female,married,,high school,pretty happy,good
69.0,male,married,,bachelor's,very happy,good
40.0,male,married,55440,high school,pretty happy,fair
68.0,male,never married,5040,high school,pretty happy,fair
67.0,female,widowed,14280,high school,pretty happy,good
37.0,male,married,36960,high school,pretty happy,fair
74.0,female,married,168736,bachelor's,very happy,excellent
48.0,male,divorced,36960,bachelor's,not too happy,excellent
85.0,female,widowed,67200,graduate,not too happy,good
73.0,female,divorced,10920,high school,pretty happy,good
35.0,female,married,12600,high school,pretty happy,fair
71.0,male,married,94080,associate/junior college,very happy,good
28.0,female,never married,30240,high school,pretty happy,good
61.0,female,married,21840,high school,very happy,good
63.0,male,never married,21840,bachelor's,pretty happy,excellent
59.0,male,married,168736,graduate,not too happy,excellent
51.0,male,divorced,,high school,not too happy,fair
72.0,female,married,,high school,very happy,good
37.0,male,married,107520,bachelor's,very happy,good
36.0,female,never married,336,less than high school,pretty happy,good
30.0,male,married,107520,graduate,very happy,good
26.0,female,never married,336,associate/junior college,not too happy,good
54.0,male,divorced,45360,high school,pretty happy,fair
42.0,male,married,168736,associate/junior college,pretty happy,good
40.0,female,married,36960,bachelor's,very happy,good
46.0,female,married,168736,graduate,pretty happy,good
44.0,female,never married,107520,bachelor's,pretty happy,good
47.0,female,married,55440,high school,pretty happy,fair
60.0,female,married,55440,bachelor's,pretty happy,good
30.0,female,never married,9240,high school,not too happy,good
38.0,female,divorced,30240,graduate,pretty happy,fair
75.0,male,married,168736,graduate,not too happy,excellent
75.0,male,married,55440,high school,pretty happy,fair
22.0,female,never married,45360,associate/junior college,pretty happy,excellent
18.0,female,never married,,high school,not too happy,excellent
67.0,male,married,80640,bachelor's,pretty happy,good
40.0,male,divorced,80640,bachelor's,pretty happy,good
26.0,female,never married,3696,graduate,pretty happy,good
44.0,male,never married,4368,bachelor's,pretty happy,fair
67.0,male,married,36960,high school,pretty happy,good
31.0,female,never married,,high school,pretty happy,good
42.0,female,never married,55440,associate/junior college,pretty happy,good
33.0,male,never married,21840,high school,not too happy,good
81.0,male,married,55440,bachelor's,very happy,good
77.0,male,married,36960,high school,not too happy,good
45.0,male,never married,168736,bachelor's,pretty happy,good
53.0,female,separated,107520,bachelor's,pretty happy,fair
34.0,female,never married,168736,graduate,pretty happy,excellent
37.0,female,married,1344,high school,not too happy,good
29.0,female,never married,25200,bachelor's,pretty happy,good
31.0,female,never married,9240,high school,pretty happy,fair
26.0,female,never married,45360,graduate,very happy,good
48.0,male,married,25200,high school,very happy,good
28.0,female,never married,21840,bachelor's,not too happy,good
64.0,female,widowed,21840,high school,not too happy,poor
74.0,female,married,18480,high school,pretty happy,fair
33.0,female,never married,21840,less than high school,not too happy,good
20.0,male,never married,7560,high school,very happy,excellent
64.0,female,married,30240,bachelor's,not too happy,good
50.0,female,divorced,336,high school,pretty happy,good
63.0,female,married,55440,high school,pretty happy,excellent
63.0,male,divorced,7560,associate/junior college,pretty happy,fair
48.0,female,divorced,6048,high school,pretty happy,poor
29.0,male,never married,30240,bachelor's,pretty happy,good
53.0,male,married,45360,bachelor's,very happy,excellent
62.0,female,divorced,10920,high school,pretty happy,good
43.0,female,divorced,336,less than high school,pretty happy,good
33.0,female,separated,10920,high school,pretty happy,fair
40.0,male,married,15960,bachelor's,pretty happy,good
60.0,female,divorced,7560,high school,very happy,excellent
71.0,male,never married,7560,bachelor's,not too happy,fair
35.0,female,married,107520,graduate,very happy,excellent
66.0,female,married,,bachelor's,pretty happy,good
47.0,male,married,168736,bachelor's,very happy,good
32.0,female,married,107520,graduate,pretty happy,good
50.0,male,married,94080,graduate,pretty happy,good
25.0,female,never married,6048,high school,pretty happy,fair
67.0,male,married,7560,graduate,very happy,fair
39.0,male,married,80640,graduate,not too happy,good
45.0,male,married,55440,high school,pretty happy,good
73.0,male,married,80640,high school,pretty happy,fair
56.0,female,divorced,36960,high school,not too happy,good
45.0,female,divorced,67200,high school,very happy,fair
52.0,male,married,80640,bachelor's,very happy,good
84.0,female,widowed,18480,high school,pretty happy,fair
68.0,female,divorced,168736,high school,very happy,good
43.0,male,never married,12600,less than high school,pretty happy,good
68.0,male,married,168736,bachelor's,pretty happy,good
60.0,female,divorced,30240,less than high school,pretty happy,good
75.0,female,married,1344,bachelor's,pretty happy,fair
68.0,male,married,67200,bachelor's,very happy,good
34.0,male,married,67200,bachelor's,pretty happy,good
31.0,male,married,67200,bachelor's,pretty happy,good
65.0,female,never married,12600,bachelor's,not too happy,fair
79.0,male,divorced,14280,bachelor's,very happy,good
50.0,male,married,168736,associate/junior college,pretty happy,good
39.0,male,married,80640,bachelor's,very happy,good
44.0,male,never married,94080,bachelor's,pretty happy,good
80.0,female,widowed,36960,bachelor's,not too happy,good
64.0,male,married,94080,high school,very happy,good
45.0,female,never married,45360,bachelor's,not too happy,fair
34.0,male,married,80640,bachelor's,pretty happy,good
85.0,female,widowed,15960,less than high school,pretty happy,fair
43.0,male,married,67200,bachelor's,very happy,excellent
36.0,male,married,168736,graduate,very happy,excellent
48.0,female,never married,107520,high school,pretty happy,fair
50.0,male,never married,12600,high school,very happy,good
37.0,male,never married,45360,bachelor's,pretty happy,good
57.0,male,divorced,45360,graduate,pretty happy,good
51.0,female,married,,graduate,pretty happy,good
68.0,male,married,67200,graduate,very happy,excellent
59.0,male,married,168736,bachelor's,not too happy,fair
65.0,female,divorced,55440,bachelor's,not too happy,fair
26.0,male,married,30240,associate/junior college,very happy,good
61.0,male,married,168736,graduate,pretty happy,good
59.0,male,married,94080,high school,very happy,good
63.0,female,never married,18480,high school,not too happy,fair
35.0,female,married,94080,graduate,pretty happy,good
54.0,male,divorced,45360,bachelor's,pretty happy,poor
31.0,male,married,80640,bachelor's,very happy,good
35.0,male,married,94080,graduate,pretty happy,good
26.0,female,never married,67200,graduate,pretty happy,good
77.0,male,married,18480,high school,pretty happy,fair
33.0,male,married,80640,bachelor's,not too happy,good
25.0,female,never married,36960,bachelor's,very happy,excellent
28.0,male,never married,80640,less than high school,pretty happy,good
35.0,male,married,67200,bachelor's,pretty happy,fair
32.0,female,never married,30240,graduate,pretty happy,excellent
26.0,female,never married,25200,high school,pretty happy,good
31.0,female,never married,45360,bachelor's,not too happy,fair
